[0:00:12] ちくお: っわこらだ
[0:02:38] torikera0124: おめでとう🎊🎊🎊
[0:02:38] FUUU888888: わこらだ
[0:02:38] かりんりんだよぅ: せやね
[0:02:38] atuono: いっつも見てるよ
[0:02:38] umime: わこらだ
[0:02:39] misa___20822: わこらだ
[0:02:39] Nightbot: サブスクdiscordの入り方はこちら→https://twitter.com/rader2525/status/1167079316754067456
[0:02:39] tubakuro2019: わこらだ
[0:02:39] ぷゆーー: わこらだ！
[0:02:39] ame_ume: おめでとうー！！！
[0:02:39] yuriri0323: 昨日のポキ農カタン面白すぎて巨漢カタン見直してきたよ！
[0:02:39] ha_1_: わこらだ
[0:02:39] nobume0v0: わこらだ
[0:02:40] mattya157: わこらだ
[0:02:40] waiyuppu: わこらだ
[0:02:40] mkmk0608: わこらだぁぁぁぁ
[0:02:40] azumikan_l: わこらだ
[0:02:40] hara_punch: わこらだ
[0:02:40] huku_mm0v0: アーカイブで見る人多そうw
[0:02:40] kend5656: わこらだ
[0:02:40] はるきち02: わこらだー
[0:02:40] きのお: 見てるから大丈夫
[0:02:40] くろやぎちゃん: わこらだ
[0:02:40] あおは_: radaoOme radaoOme radaoOme radaoOme
[0:02:40] rest113: わこらだ
[0:02:41] りっとるくん: わこらだ
[0:02:41] 光龍: おめでとう!!!!!!
[0:02:41] pen_ako3: わこらだ
[0:02:41] lapan7200: おめでとう！！！
[0:02:41] うるうるふ: わこらだ
[0:02:41] app_825: わこらだおめでと
[0:02:41] あおちゃんぬ: わこらだ
[0:02:42] runa_xx1023: じーーーーー
[0:02:42] りっとるくん: おめ
[0:02:42] takeshi_no_tamago: わこらだ
[0:02:42] ぱんだぁぁぁ: パンダぁ subscribed at Tier 1. They've subscribed for 9 months! わこらだ
[0:02:42] イヲタ: わこらだ
[0:02:42] nametooisii: わこらだ
[0:02:42] shinobino_: わこらだ
[0:02:42] gang_dodosuko: わこらだ
[0:02:42] のこ汰: わこらだ
[0:02:42] ramune_ko___: わこらだ
[0:02:43] nemugonta_6241: わこらだ
[0:02:43] gaogao66: わこらだ
[0:02:43] ren3990: わこらだ
[0:02:43] たほ: わこらだ
[0:02:43] kazusuna: わこらだ
[0:02:43] xhi3: わらこだ
[0:02:43] loupe_5385: でもらっでぃ同接多いじゃん
[0:02:43] ankormoch1_38: わこらだ！
[0:02:44] adjmwt: わこらだ
[0:02:44] vananua: おめわこらだ〜〜〜！！
[0:02:44] venibear3466: わこらだ！
[0:02:45] ren3990: おめでと！
[0:02:45] aya_ncha: わこらだおめ
[0:02:45] 100baiusumetaayataka: わこらだ
[0:02:45] rioniku1515: YouTubeよりは視聴者ハッキリするよね
[0:02:45] tedoo89: わこらだおめでとう🎊
[0:02:45] はるきち02: おめでとー！
[0:02:45] ろみ_63: おめでとう
[0:02:45] mochimochiku: わこらだ
[0:02:45] とっとこみんたろう: おめでとう
[0:02:45] byakuya_557: わこらだ
[0:02:45] mariaaaaacha: おめでと
[0:02:45] アストモ: おめでとう！
[0:02:45] taki_tubo: わこらだ
[0:02:45] tkmof: わこらだ
[0:02:46] moko_jiro: わこらだ！！
[0:02:46] やし_: わこらだ
[0:02:46] mochiiita: わこらだ！
[0:02:46] riririnn0701: もっとポジティブに
[0:02:46] yuma1115: わこらだ
[0:02:46] dt_apa: わこらだ
[0:02:46] yozora_0923: わこらだ
[0:02:46] にぃぃぃ: わこらだ
[0:02:46] nqta_coconut: わこらだ
[0:02:46] solto1007: わこらだおめでと
[0:02:46] toooh_4: わこらだ
[0:02:47] runa_xx1023: じーーー
[0:02:47] 氷火: わこらだ
[0:02:47] kaiya_karumeyaki: わこらだ
[0:02:47] mpru: おっめえ
[0:02:47] shiromi0125: わこらだ
[0:02:47] futunooryo: わこらだ
[0:02:47] oyasaitaberu___: わこらだ
[0:02:47] ほいほい511: わこらだ
[0:02:47] beat6767: 多い方じゃないの？
[0:02:48] ひのした: わこらだ
[0:02:48] あさ1945: わこらだ
[0:02:48] ryu_2121: わこらだ
[0:02:48] amaebi____: いつも見てるぞ
[0:02:48] さかのうえ: はじめまして
[0:02:48] lui_pucci: おめでと〜(๑´ω`ﾉﾉﾞ
[0:02:48] anon_0816: わこらだ
[0:02:48] omuraisu_nana10: わこらだ！
[0:02:48] miimii1225: わこらだ
[0:02:48] もっちりとろーる: わっこい！！！
[0:02:49] ベニマル: わこらだ
[0:02:49] にわすずめ: わこらだ
[0:02:49] 藤之助: 毎回見てるよ
[0:02:49] そらあま: わこらだ
[0:02:49] あおふろぉ: わこらだおめでとおおおおお！！！
[0:02:49] つかえない: わこらだ
[0:02:49] rujyuimo: わこらだ( ˙꒳˙)
[0:02:49] yuruperipe192: おめらだ
[0:02:49] WAON1111: わこらだ
[0:02:49] m1yash1: わこらだ
[0:02:49] ぴっくる: わこらだ
[0:02:49] マシュマロ: わこらだ
[0:02:49] ruchi_13: わこらだ
[0:02:49] 椋榎: わこらだ
[0:02:49] もっちにあ: 同接多いよ！！
[0:02:50] nodoka111: おめでとう🎉
[0:02:50] pino_utsugi: わこらだ
[0:02:50] tu_yu03: ｻｽｶﾞﾀﾞ
[0:02:50] 尺八様: おめでとうございます！！
[0:02:50] ミラティブ: わこらだ！！
[0:02:50] n_paa: わこらだ
[0:02:50] 佐須: わこらだ
[0:02:50] anzu_eichi: おめでとう
[0:02:50] yuushi412: わこらだ
[0:02:50] shiba_retasu73: わこらだ！！
[0:02:50] まこくん: わこらだ
[0:02:50] わかモ: わこらだ
[0:02:50] まよちゃ: まよちゃ subscribed at Tier 3. They've subscribed for 14 months! わこらだ
[0:02:50] ぱんだぁぁぁ: 20万人おめーーー
[0:02:50] R1N12O: わこらだ
[0:02:51] a_cherry_blossoms: わこらだ
[0:02:51] yu_ai89: わこらだおめ
[0:02:51] kanadadao: わこらだ＆おめ
[0:02:51] ruby7_26k: わこらだです！
[0:02:51] aika_0317: おめ
[0:02:51] しなやかしょうゆ: わこらだ
[0:02:51] 7むし: かぐら_ subscribed at Tier 1. They've subscribed for 15 months, currently on a 5 month streak! わこらだ
[0:02:52] small_aroe: わこらだ
[0:02:52] amasechan_: わこらだおめ
[0:02:52] かりんりんだよぅ: 1万人超えてるだけだすごいと思うよ
[0:02:52] enpt___qmq: けど最近1万人声出たくない？
[0:02:52] namatamago427: わこらだ おめ
[0:02:52] kazusuna: おめでとう🎉
[0:02:53] rinatu25: わこらだ〜
[0:02:53] ayanonn0708: わこらだ！
[0:02:53] ぴなむ: わこらだ
[0:02:53] nasu_nonasu: わこらだ
[0:02:53] ici1411: わこらだ
[0:02:53] yogharu: わこらだ
[0:02:53] akai_nea: おめでとう
[0:02:53] Choco__158: わこらだ
[0:02:53] shiba_retasu73: おめでとう🎊
[0:02:53] tutineko2: わこらだ
[0:02:53] akkkky2525: わこらだ
[0:02:53] ココっぺ: わこらだ
[0:02:53] にぃぃぃ: おめでとう radaoOme
[0:02:53] 椋榎: おめでとー
[0:02:53] やくとみ: いつも万超じゃん
[0:02:54] runa_xx1023: ニコニコしながらみる
[0:02:54] koniro_: おめでと
[0:02:54] ponpoko_no_pon: そんなこと言わんよ！！
[0:02:54] ナラ抹茶: わこらだ
[0:02:54] たほ: おめ
[0:02:54] konmeno: おめー
[0:02:54] 紅茶まみれ: わこらだ
[0:02:54] nasu_nonasu: おめ
[0:02:55] anko_mochi0319: わこらだ
[0:02:55] hosigumo25: おめでとうございます
[0:02:55] Rada_lop: わこらだぁ
[0:02:55] emma___szn24: おめでとう！！
[0:02:55] meychan_ty: わこらだ
[0:02:56] yuzu0331: わこらだ
[0:02:56] ぷゆーー: おめ
[0:02:56] mikan_san: 今1700
[0:02:56] 月ノ: わこらだおめ
[0:02:56] riooooo_0815: わこらだ
[0:02:56] nakanokun_chan: 見ちゃやーよ
[0:02:56] お湯割り: わこらだ
[0:02:56] takumoririn: わこらだ
[0:02:56] mattya157: おめー
[0:02:56] 夏人: わこらだ
[0:02:56] hi_oyu: じっくりみとく
[0:02:56] kazeto0261: radaoOme radaoOme radaoOme
[0:02:57] kazu8739: わこらだおめでとぉ
[0:02:57] しらすがわ: わこらだ
[0:02:57] キョロちゃん: わこらだ
[0:02:57] いおりぬ: わこらだ
[0:02:57] 20070217_: わこらだだだだだだ
[0:02:57] 96cyam: わこらだ
[0:02:57] 椋榎: radaoOme radaoOme
[0:02:57] しなやかしょうゆ: おめ！
[0:02:57] ruby7_26k: おめでとうございます！
[0:02:57] koakuma39: わこらだ〜
[0:02:58] lalaco686: わこらだ！
[0:02:58] mikan_tomato: おめでとう
[0:02:58] koshiann0804: わこらだ
[0:02:58] pipu_bare: わこらだ
[0:02:58] emuuun_04: わこらだ
[0:02:58] radao_1019_: おめー
[0:02:58] mooooozuuuuu: わこらだ！
[0:02:58] るーてゃ: わこらだ！！
[0:02:58] djayoayo: おめ
[0:02:58] kujirai___: わこらだ、20万人おめ
[0:02:58] ginsyu_424: わこらだ
[0:02:58] yoi_963: わこらだ！
[0:02:58] aauauau: わこらだ
[0:02:59] shiromi0125: 20万人かよ。めでてぇな
[0:02:59] bbbton: すげえよおめえ
[0:02:59] aka_726: わこらだ
[0:02:59] ゆふる: わこらだ
[0:02:59] salt_w12: わこらだ
[0:02:59] anko_mochi0319: おめーーー
[0:02:59] kurumi91: わこらだ
[0:03:00] koyubi_ouo: わこらだ
[0:03:00] karo_rainasyuu: おめーー）
[0:03:00] りーーぶ: わこらだ
[0:03:00] spectrum_s14: ぽめわこらだ
[0:03:00] reinnkot: おめでとう🎊
[0:03:00] ｳﾐ: わこらだ
[0:03:00] にわすずめ: おめでと
[0:03:00] charosenpai: radaoWakotu
[0:03:00] おさけチャン: おめでとーーーー！
[0:03:00] cisha_1219: おめめめ
[0:03:00] tkmof: おめでとう
[0:03:00] nobume0v0: おめでとう〜！🎉
[0:03:00] mochimochiku: 20万人おっめぇ
[0:03:00] wakana_smg: わこらだ！
[0:03:00] yona_0724: yona_0724 subscribed at Tier 1. They've subscribed for 6 months! わこらだ
[0:03:01] ici1411: おめ〜
[0:03:01] n_paa: おめでとう🎁🎂🎉
[0:03:01] hara_punch: 20万人おめー！ radaoOme
[0:03:01] kojimanominato: わこらだ！おめでとう！
[0:03:01] ry_ota: おめ
[0:03:01] toooodoooo: わこらだ
[0:03:01] ochacha_1212: わこらだ
[0:03:01] 白雛: わこらだ
[0:03:01] pipu_bare: おめでとう！！
[0:03:01] gonnchan: わこらだ
[0:03:02] runa027: わこらだ！
[0:03:02] a_kyasu: わこらだ
[0:03:02] shiromi0125: 祝ってやるよ
[0:03:02] こに014: わこらだ
[0:03:02] azuki_2547: わこらだ！
[0:03:02] koronn1101: じゃあ見ます
[0:03:02] non11_piuzo: わこらだ
[0:03:02] まっちゃくんん: わこらだおめ
[0:03:02] mogu_rikko: わこらだ‼︎
[0:03:02] すいぺりあ: 焼き付けとく
[0:03:02] hihou010818: おめ
[0:03:02] 梅にウグイス: わこらだ
[0:03:02] natu725: おめでとう
[0:03:03] 黒い探偵: わこらだ
[0:03:03] seiyak2: らっだあさんこんばんわ
[0:03:03] ちびちゃむ: おめでと
[0:03:03] nekosweet0202: 1600万？？？
[0:03:03] rest113: おめー！
[0:03:03] mamama03: おめ
[0:03:03] mizukurage_: mizukurage_ subscribed at Tier 1. They've subscribed for 22 months! わこらだ
[0:03:03] suzuchannotami: おめ
[0:03:04] toubun__: わこらだ
[0:03:04] kanakana1225: わこらだ!ぽめ!
[0:03:04] しゃけやろうﾊーﾄ: わこらだ
[0:03:04] koyubi_ouo: おめー
[0:03:04] mucha_1018: おめでとう radaoOme radaoOme radaoOme radaoOme radaoOme
[0:03:04] あなりーぺに: わこらだ
[0:03:04] sayu_gg: おめでとう🎊🎊
[0:03:04] るりいろの虹: おめ！！！
[0:03:04] skz46_: わこらだグッズ届いたよ〜
[0:03:04] syo_raaku: おめでとう
[0:03:04] oyasai_rc: おめでとう！！！
[0:03:04] zyooooro: わこらだ
[0:03:04] happu_0718: わこらだー
[0:03:04] mofumofufufu: わこらだ
[0:03:04] goro569: わこらだ
[0:03:05] choco0506: わこらだ
[0:03:05] asayake43: わこらだ
[0:03:05] surooooooooo: わこらだ
[0:03:05] small_aroe: わこらだ、そしておめでとう(*´ω`*ﾉﾉ☆ﾊﾟﾁﾊﾟﾁ
[0:03:05] yunomi0703: わこらだ
[0:03:05] りーーぶ: おめでとんんんん
[0:03:05] ponnzu_: わこらだ
[0:03:05] matchamochi117: わこらだ
[0:03:05] ninasaku: おめでとうございます
[0:03:06] もろこっし: わこらだおめでとう！！！！
[0:03:06] ogapaka: わこらだ
[0:03:06] potato7326: わこらだ
[0:03:06] takeshi_no_tamago: なんの話？
[0:03:06] gonnchan: おめでとう！
[0:03:06] mizuno0624: わこらだ
[0:03:07] かみまろ: わこらだ
[0:03:07] ねねねい: わこらだ
[0:03:07] 2knekoo: わこらだ
[0:03:07] こもり: わこらだ
[0:03:07] milkman1026: わこらだ
[0:03:07] atuono: 1万人くらいみてるぞ
[0:03:07] oisiipan: わこ
[0:03:07] yoi_963: おめでとう🎊🎊
[0:03:07] kurau___: radaoOme
[0:03:07] ochacha_1212: おめ〜！
[0:03:07] choco0506: おめ！
[0:03:08] suima_21: わこらだ
[0:03:08] hariromu1112: わこらだ
[0:03:08] kappon23: わこらだ！！！！！
[0:03:08] 紅茶まみれ: おめ
[0:03:08] kosu_mosu: わこらだ
[0:03:08] yunn_00: わこらだ
[0:03:08] tomo0605: わこらだー
[0:03:08] junjun_911: こぞって見るね
[0:03:08] hoshizukiyo3227: わこらだ
[0:03:08] まこくん: おめでとう！
[0:03:08] kabotyapan_: おめでとう radaoOme radaoOme radaoOme
[0:03:09] mizuno0624: おめでとう
[0:03:09] ぱたりろ: おめでとうございます😁
[0:03:09] kaido_2525: わこらだ
[0:03:09] gaogao66: フリですか？
[0:03:09] kureemuobasan2142: わこらだおめでと
[0:03:09] nametooisii: 気づいたら見てる
[0:03:09] ちゃい1221: わこらだ、おめ
[0:03:09] てこくん: radaoOme
[0:03:09] 蒼演がろ: gan6411 subscribed at Tier 2. They've subscribed for 10 months, currently on a 10 month streak! わこらだ
[0:03:09] blacky_kurokuma: おめでとう🎉🎉🎉
[0:03:09] kaho0806: わこらだ
[0:03:09] yu_oooo_ka: おめでとう
[0:03:09] kend5656: おめでとう！
[0:03:09] aren1109: わこらだ
[0:03:09] harayukisachiko: ツイッチで一万はすごくない？
[0:03:10] yossii63: らだお低くないから大丈夫
[0:03:10] しゃけやろうﾊーﾄ: おめっ!!!!!
[0:03:10] 藤之助: radaoOme radaoTyu radaoOme radaoTyu radaoOme radaoTyu radaoOme radaoTyu radaoOme radaoTyu radaoOme radaoTyu radaoOme radaoTyu radaoOme radaoTyu radaoOme
[0:03:10] ponnzu_: ぽめ〜
[0:03:10] 佐須: おめでとうございます！ radaoOme
[0:03:10] daifukt: おめ
[0:03:10] _ほたる_: わこらだ
[0:03:10] あム: わこらだ
[0:03:10] らむぅぅ: わこらだ
[0:03:10] yakuza_isi894: わこらだおめ
[0:03:11] jon10106: おめでとう!!!
[0:03:11] hina20081213: 見るしかないっしょ
[0:03:11] ねねねい: radaoOme radaoOme radaoOme
[0:03:11] 白雛: おめでとう！
[0:03:11] kero_ppi1: わこらだおめでとう！！
[0:03:11] kanon1210: わこらだ
[0:03:11] amamama021414: わこらだ
[0:03:11] しあわす: わこらだ
[0:03:11] nyu1414: わこらだ
[0:03:11] ふろーと77: わこらだ
[0:03:12] world_kohaku: わこらだおめでとう
[0:03:12] やくとみ: radaoKick radaoKick radaoKick radaoKick radaoKick
[0:03:12] sakiritu: わこらだ
[0:03:12] sakasa_n: でも支えてくれる人が20万人もいるって考えれば全然いいやん
[0:03:12] sayu_gg: わこらだ
[0:03:12] ふたきのすけ: おめでとうございます！
[0:03:12] toki_ra: 開始三分で1000人は多いほうでは？
[0:03:12] ojyooooooo39: にゃ
[0:03:12] muuu_3: わこらだ
[0:03:13] こしつぶ: わこらだ、おっめー
[0:03:13] runa027: おめでと！
[0:03:13] hururun86: 十分多いやん
[0:03:13] tomo0605: おめでとう㊗️
[0:03:13] mental_tofu: わこらだ〜
[0:03:13] しのんの: わこらだ
[0:03:13] しめーじぃ: わこらだ
[0:03:13] kyouka_ky: わこらだ
[0:03:14] venawy: わこらだ
[0:03:14] kappon23: おめでとう！！！！！！
[0:03:14] shinichan227: 何の配信が人気で不人気か分かるよね
[0:03:14] arec0429: わこらだ
[0:03:14] 20070217_: らだおーーーーーーーーーーーーーーーーん
[0:03:14] tukasa0628: わこらだーーー
[0:03:14] dia11313: わこらだ
[0:03:14] ディンダン: radaoOme radaoPikon2 radaoOme radaoPikon2 radaoOme radaoPikon2
[0:03:14] BENIimo: radaoEhehe radaoPikon2 おめでとー
[0:03:14] tubaki__hana: わこらだおめー！
[0:03:14] masao0203: わこらだ！
[0:03:15] ga_go: わこらだ
[0:03:15] ry_ota: 今日らだおのグッズ届いたぜ
[0:03:15] bc_moimoi: わこらだ
[0:03:15] amaebi____: フリ？
[0:03:15] sunokus: おめｪ
[0:03:15] radao_1019_: おめでーす
[0:03:15] kinugoshi_douhu: おめでと🎉
[0:03:15] surooooooooo: おめでとうございます！
[0:03:15] ramune_ko___: おめでとう radaoOme
[0:03:15] gentou: おめでとうございます!!!!!!!!!!!
[0:03:16] nakanokun_chan: 切り抜きのそのままの空間が広がってて感激
[0:03:16] karako2070: radaoOme radaoOme radaoOme radaoOme radaoOme
[0:03:16] reinoanohito2525: わこらだ
[0:03:16] glue_let: わこらだおめでとう
[0:03:16] oisiipan: ええええええええええ
[0:03:16] taki_tubo: おめでとうーーーー
[0:03:16] kokusen9685: わこらだ
[0:03:16] chii248600: わこらだー
[0:03:17] 蛍_: わこらだ
[0:03:17] 7むし: おめ radaoOme radaoOme radaoOme
[0:03:18] pelex_dayo: 大会の時ときは2万近く見てるし大丈夫
[0:03:18] mary611: わこらだ
[0:03:18] yura_rira: わこらだー
[0:03:18] uta5213os: わこらだ
[0:03:18] rito1725: わこらだ
[0:03:18] プリプリブリブリ: わこらだ
[0:03:18] rene__xx: おめでとう！
[0:03:18] kankitukeijyosi: わこらだ
[0:03:18] 大宮瑞樹: わこらだ
[0:03:19] zyooooro: おめでとう！
[0:03:19] lee21211: わこらだ
[0:03:19] あま_1116: わこらだ！
[0:03:19] しゃけやろうﾊーﾄ: radaoOme radaoOme radaoOme radaoOme radaoOme
[0:03:19] 0190sw: わこらだ
[0:03:19] rikuo186: おめでとーう
[0:03:19] oo1016: 同接すぐ10000人いくから
[0:03:20] rekuron379: 最近は同接1万くらい安定してない？
[0:03:20] kokusen9685: おめでとぉー
[0:03:20] ねこはん: わこらだ
[0:03:20] _ほたる_: おめでとう〜〜！
[0:03:20] kyouka_ky: radaoOme radaoOme radaoOme radaoOme
[0:03:20] 実空: おめでとうございます radaoOme
[0:03:20] hiroppo: わこらだおめ
[0:03:21] らるとす_99: わこらだ
[0:03:21] to_98: 20万おめ
[0:03:21] kujirai___: Twitch多いよね
[0:03:21] rararp: わこらだ
[0:03:21] tokotto: 最近視聴者1万近くに増えてない？
[0:03:22] poyupofulu2: わこらだ
[0:03:22] bc_moimoi: おめ radaoOme radaoOme radaoOme radaoOme radaoOme radaoOme
